Old Path,New Path,Category,Migration Phase,Priority
Assets/Scripts/Magic/StatusEffects/ProtectionFromEnergyEffectData.cs,Assets/Scripts/Spell/StatusEffects/ProtectionFromEnergyEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/ResistEnergyEffectData.cs,Assets/Scripts/Spell/StatusEffects/ResistEnergyEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/ScareEffectData.cs,Assets/Scripts/Spell/StatusEffects/ScareEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/SeeInvisibilityEffectData.cs,Assets/Scripts/Spell/StatusEffects/SeeInvisibilityEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/SlowEffectData.cs,Assets/Scripts/Spell/StatusEffects/SlowEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/SpectralHandEffectData.cs,Assets/Scripts/Spell/StatusEffects/SpectralHandEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/StoneskinEffectData.cs,Assets/Scripts/Spell/StatusEffects/StoneskinEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/TeleportationBlocker.cs,Assets/Scripts/Spell/StatusEffects/TeleportationBlocker.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/TrueStrikeEffect.cs,Assets/Scripts/Spell/StatusEffects/TrueStrikeEffect.cs,Spell,2,High
Assets/Scripts/Inventory/ItemData.cs,Assets/Scripts/Equipment/Items/ItemData.cs,Equipment,3,High
Assets/Scripts/Inventory/ItemDatabase.cs,Assets/Scripts/Equipment/Items/ItemDatabase.cs,Equipment,3,High
Assets/Scripts/Inventory/ItemSpellEffect.cs,Assets/Scripts/Equipment/Items/ItemSpellEffect.cs,Equipment,3,High
Assets/Scripts/Inventory/Inventory.cs,Assets/Scripts/Equipment/Inventory/Inventory.cs,Equipment,3,High
Assets/Scripts/Inventory/InventoryComponent.cs,Assets/Scripts/Equipment/Inventory/InventoryComponent.cs,Equipment,3,High
Assets/Scripts/Inventory/PartyStash.cs,Assets/Scripts/Equipment/Inventory/PartyStash.cs,Equipment,3,High
Assets/Scripts/Inventory/PotionFactory.cs,Assets/Scripts/Equipment/Inventory/PotionFactory.cs,Equipment,3,High
Assets/Scripts/Inventory/ScrollFactory.cs,Assets/Scripts/Equipment/Inventory/ScrollFactory.cs,Equipment,3,High
Assets/Scripts/Inventory/ScrollValidator.cs,Assets/Scripts/Equipment/Inventory/ScrollValidator.cs,Equipment,3,High
Assets/Scripts/Inventory/WandFactory.cs,Assets/Scripts/Equipment/Inventory/WandFactory.cs,Equipment,3,High
Assets/Scripts/Inventory/WandValidator.cs,Assets/Scripts/Equipment/Inventory/WandValidator.cs,Equipment,3,High
Assets/Scripts/Inventory/RopeItemData.cs,Assets/Scripts/Equipment/Inventory/RopeItemData.cs,Equipment,3,High
Assets/Scripts/Inventory/InventoryUI.cs,Assets/Scripts/UI/Inventory/InventoryUI.cs,UI,5,Medium
Assets/Scripts/Equipment/EnchantmentEffects.cs,Assets/Scripts/Equipment/Enchantments/EnchantmentEffects.cs,Equipment,3,High
Assets/Scripts/Equipment/EnchantmentFactory.cs,Assets/Scripts/Equipment/Enchantments/EnchantmentFactory.cs,Equipment,3,High
Assets/Scripts/Equipment/EnchantmentProperties.cs,Assets/Scripts/Equipment/Enchantments/EnchantmentProperties.cs,Equipment,3,High
Assets/Scripts/Equipment/EnchantmentStats.cs,Assets/Scripts/Equipment/Enchantments/EnchantmentStats.cs,Equipment,3,High
Assets/Scripts/Equipment/EnchantmentType.cs,Assets/Scripts/Equipment/Enchantments/EnchantmentType.cs,Equipment,3,High
Assets/Scripts/Equipment/ItemEnchantmentData.cs,Assets/Scripts/Equipment/Enchantments/ItemEnchantmentData.cs,Equipment,3,High
Assets/Scripts/Equipment/ItemMaterialFactory.cs,Assets/Scripts/Equipment/Enchantments/ItemMaterialFactory.cs,Equipment,3,High
Assets/Scripts/Equipment/ItemBuilder.cs,Assets/Scripts/Equipment/Items/ItemBuilder.cs,Equipment,3,High
Assets/Scripts/Equipment/ItemMaterial.cs,Assets/Scripts/Equipment/Items/ItemMaterial.cs,Equipment,3,High
Assets/Scripts/Equipment/MaterialProperties.cs,Assets/Scripts/Equipment/Materials/MaterialProperties.cs,Equipment,3,High
Assets/Scripts/Equipment/RingAbility.cs,Assets/Scripts/Equipment/Rings/RingAbility.cs,Equipment,3,High
Assets/Scripts/Equipment/RingActivationManager.cs,Assets/Scripts/Equipment/Rings/RingActivationManager.cs,Equipment,3,High
Assets/Scripts/Equipment/RingChargeManager.cs,Assets/Scripts/Equipment/Rings/RingChargeManager.cs,Equipment,3,High
Assets/Scripts/Equipment/RingDatabase.cs,Assets/Scripts/Equipment/Rings/RingDatabase.cs,Equipment,3,High
Assets/Scripts/Equipment/RingFactory.cs,Assets/Scripts/Equipment/Rings/RingFactory.cs,Equipment,3,High
Assets/Scripts/Equipment/RingUseTracker.cs,Assets/Scripts/Equipment/Rings/RingUseTracker.cs,Equipment,3,High
Assets/Scripts/Equipment/RodData.cs,Assets/Scripts/Equipment/Rods/RodData.cs,Equipment,3,High
Assets/Scripts/Equipment/RodDatabase.cs,Assets/Scripts/Equipment/Rods/RodDatabase.cs,Equipment,3,High
Assets/Scripts/Equipment/RodFactory.cs,Assets/Scripts/Equipment/Rods/RodFactory.cs,Equipment,3,High
Assets/Scripts/Equipment/MetamagicRodActivation.cs,Assets/Scripts/Equipment/Rods/MetamagicRodActivation.cs,Equipment,3,High
Assets/Scripts/Equipment/StaffDatabase.cs,Assets/Scripts/Equipment/Staves/StaffDatabase.cs,Equipment,3,High
Assets/Scripts/Equipment/StaffDefinition.cs,Assets/Scripts/Equipment/Staves/StaffDefinition.cs,Equipment,3,High
Assets/Scripts/Equipment/StaffValidator.cs,Assets/Scripts/Equipment/Staves/StaffValidator.cs,Equipment,3,High
Assets/Scripts/Equipment/WondrousItemActivation.cs,Assets/Scripts/Equipment/Wondrous/WondrousItemActivation.cs,Equipment,3,High
Assets/Scripts/Equipment/WondrousItemDatabase.cs,Assets/Scripts/Equipment/Wondrous/WondrousItemDatabase.cs,Equipment,3,High
Assets/Scripts/Equipment/WondrousItemFactory.cs,Assets/Scripts/Equipment/Wondrous/WondrousItemFactory.cs,Equipment,3,High
Assets/Scripts/Equipment/SpecificItemBehavior.cs,Assets/Scripts/Equipment/SpecificItems/SpecificItemBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/SpecificItemDatabase.cs,Assets/Scripts/Equipment/SpecificItems/SpecificItemDatabase.cs,Equipment,3,High
Assets/Scripts/Equipment/SpecificMagicItem.cs,Assets/Scripts/Equipment/SpecificItems/SpecificMagicItem.cs,Equipment,3,High
Assets/Scripts/Equipment/MagicItemLootGenerator.cs,Assets/Scripts/Equipment/SpecificItems/MagicItemLootGenerator.cs,Equipment,3,High
Assets/Scripts/Equipment/CounterspellManager.cs,Assets/Scripts/Equipment/SpellStorage/CounterspellManager.cs,Equipment,3,High
Assets/Scripts/Equipment/SpellStorageManager.cs,Assets/Scripts/Equipment/SpellStorage/SpellStorageManager.cs,Equipment,3,High
Assets/Scripts/Equipment/StoredSpell.cs,Assets/Scripts/Equipment/SpellStorage/StoredSpell.cs,Equipment,3,High
Assets/Scripts/Equipment/RegenerationEffect.cs,Assets/Scripts/Equipment/Effects/RegenerationEffect.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/DwarvenThrowerBehavior.cs,Assets/Scripts/Equipment/Weapons/DwarvenThrowerBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/FrostBrandBehavior.cs,Assets/Scripts/Equipment/Weapons/FrostBrandBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/HolyAvengerBehavior.cs,Assets/Scripts/Equipment/Weapons/HolyAvengerBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/JavelinOfLightningBehavior.cs,Assets/Scripts/Equipment/Weapons/JavelinOfLightningBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/LuckBladeBehavior.cs,Assets/Scripts/Equipment/Weapons/LuckBladeBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/MaceOfSmitingBehavior.cs,Assets/Scripts/Equipment/Weapons/MaceOfSmitingBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/MaceOfTerrorBehavior.cs,Assets/Scripts/Equipment/Weapons/MaceOfTerrorBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/NineLivesStealerBehavior.cs,Assets/Scripts/Equipment/Weapons/NineLivesStealerBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/OathbowBehavior.cs,Assets/Scripts/Equipment/Weapons/OathbowBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/RapierOfPuncturingBehavior.cs,Assets/Scripts/Equipment/Weapons/RapierOfPuncturingBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/ShatterspikeBehavior.cs,Assets/Scripts/Equipment/Weapons/ShatterspikeBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/SlayingArrowBehavior.cs,Assets/Scripts/Equipment/Weapons/SlayingArrowBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/SleepArrowBehavior.cs,Assets/Scripts/Equipment/Weapons/SleepArrowBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/SunBladeBehavior.cs,Assets/Scripts/Equipment/Weapons/SunBladeBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/SwordOfLifeStealingBehavior.cs,Assets/Scripts/Equipment/Weapons/SwordOfLifeStealingBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/SwordOfSubtletyBehavior.cs,Assets/Scripts/Equipment/Weapons/SwordOfSubtletyBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/SwordOfThePlanesBehavior.cs,Assets/Scripts/Equipment/Weapons/SwordOfThePlanesBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/SylvanScimitarBehavior.cs,Assets/Scripts/Equipment/Weapons/SylvanScimitarBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/AbsorbingShieldBehavior.cs,Assets/Scripts/Equipment/Armor/AbsorbingShieldBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/AnimatedShieldBehavior.cs,Assets/Scripts/Equipment/Armor/AnimatedShieldBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/ArmorOfRageBehavior.cs,Assets/Scripts/Equipment/Armor/ArmorOfRageBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/BandedMailOfLuckBehavior.cs,Assets/Scripts/Equipment/Armor/BandedMailOfLuckBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/BreastplateOfCommandBehavior.cs,Assets/Scripts/Equipment/Armor/BreastplateOfCommandBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/CastersShieldBehavior.cs,Assets/Scripts/Equipment/Armor/CastersShieldBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/DemonArmorBehavior.cs,Assets/Scripts/Equipment/Armor/DemonArmorBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/LionsShieldBehavior.cs,Assets/Scripts/Equipment/Armor/LionsShieldBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/MithralFullPlateOfSpeedBehavior.cs,Assets/Scripts/Equipment/Armor/MithralFullPlateOfSpeedBehavior.cs,Equipment,3,High
Assets/Scripts/Equipment/Behaviors/WingedShieldBehavior.cs,Assets/Scripts/Equipment/Armor/WingedShieldBehavior.cs,Equipment,3,High
Assets/Scripts/Store/StoreInventory.cs,Assets/Scripts/Equipment/Store/StoreInventory.cs,Equipment,3,High
Assets/Scripts/Store/StoreUI.cs,Assets/Scripts/Equipment/Store/StoreUI.cs,Equipment,3,High
Assets/Scripts/Classes/BarbarianClass.cs,Assets/Scripts/Character/Classes/BarbarianClass.cs,Character,4,Medium
Assets/Scripts/Classes/ClassRegistry.cs,Assets/Scripts/Character/Classes/ClassRegistry.cs,Character,4,Medium
Assets/Scripts/Classes/ClericClass.cs,Assets/Scripts/Character/Classes/ClericClass.cs,Character,4,Medium
Assets/Scripts/Classes/FighterClass.cs,Assets/Scripts/Character/Classes/FighterClass.cs,Character,4,Medium
Assets/Scripts/Classes/ICharacterClass.cs,Assets/Scripts/Character/Classes/ICharacterClass.cs,Character,4,Medium
Assets/Scripts/Classes/MonkClass.cs,Assets/Scripts/Character/Classes/MonkClass.cs,Character,4,Medium
Assets/Scripts/Classes/RogueClass.cs,Assets/Scripts/Character/Classes/RogueClass.cs,Character,4,Medium
Assets/Scripts/Classes/SorcererClass.cs,Assets/Scripts/Character/Classes/SorcererClass.cs,Character,4,Medium
Assets/Scripts/Classes/WizardClass.cs,Assets/Scripts/Character/Classes/WizardClass.cs,Character,4,Medium
Assets/Scripts/Classes/Bard/BardClass.cs,Assets/Scripts/Character/Classes/Bard/BardClass.cs,Character,4,Medium
Assets/Scripts/Classes/Bard/BardicKnowledgeData.cs,Assets/Scripts/Character/Classes/Bard/BardicKnowledgeData.cs,Character,4,Medium
Assets/Scripts/Classes/Bard/BardicMusicData.cs,Assets/Scripts/Character/Classes/Bard/BardicMusicData.cs,Character,4,Medium
Assets/Scripts/Classes/Druid/DruidClass.cs,Assets/Scripts/Character/Classes/Druid/DruidClass.cs,Character,4,Medium
Assets/Scripts/Classes/Druid/WildShapeData.cs,Assets/Scripts/Character/Classes/Druid/WildShapeData.cs,Character,4,Medium
Assets/Scripts/Classes/Druid/WildShapeFormDatabase.cs,Assets/Scripts/Character/Classes/Druid/WildShapeFormDatabase.cs,Character,4,Medium
Assets/Scripts/Classes/NPC/AdeptClass.cs,Assets/Scripts/Character/Classes/NPC/AdeptClass.cs,Character,4,Medium
Assets/Scripts/Classes/NPC/AdeptSpellList.cs,Assets/Scripts/Character/Classes/NPC/AdeptSpellList.cs,Character,4,Medium
Assets/Scripts/Classes/NPC/AristocratClass.cs,Assets/Scripts/Character/Classes/NPC/AristocratClass.cs,Character,4,Medium
Assets/Scripts/Classes/NPC/CommonerClass.cs,Assets/Scripts/Character/Classes/NPC/CommonerClass.cs,Character,4,Medium
Assets/Scripts/Classes/NPC/ExpertClass.cs,Assets/Scripts/Character/Classes/NPC/ExpertClass.cs,Character,4,Medium
Assets/Scripts/Classes/NPC/WarriorClass.cs,Assets/Scripts/Character/Classes/NPC/WarriorClass.cs,Character,4,Medium
Assets/Scripts/Classes/Paladin/LayOnHandsData.cs,Assets/Scripts/Character/Classes/Paladin/LayOnHandsData.cs,Character,4,Medium
Assets/Scripts/Classes/Paladin/PaladinClass.cs,Assets/Scripts/Character/Classes/Paladin/PaladinClass.cs,Character,4,Medium
Assets/Scripts/Classes/Paladin/SmiteEvilData.cs,Assets/Scripts/Character/Classes/Paladin/SmiteEvilData.cs,Character,4,Medium
Assets/Scripts/Classes/Ranger/CombatStyleData.cs,Assets/Scripts/Character/Classes/Ranger/CombatStyleData.cs,Character,4,Medium
Assets/Scripts/Classes/Ranger/FavoredEnemyData.cs,Assets/Scripts/Character/Classes/Ranger/FavoredEnemyData.cs,Character,4,Medium
Assets/Scripts/Classes/Ranger/RangerClass.cs,Assets/Scripts/Character/Classes/Ranger/RangerClass.cs,Character,4,Medium
Assets/Scripts/Classes/Shared/AnimalCompanionData.cs,Assets/Scripts/Character/Classes/Shared/AnimalCompanionData.cs,Character,4,Medium
Assets/Scripts/Character/CharacterStats.cs,Assets/Scripts/Character/Stats/CharacterStats.cs,Character,4,Medium
Assets/Scripts/Character/CharacterCombatStats.cs,Assets/Scripts/Character/Stats/CharacterCombatStats.cs,Character,4,Medium
Assets/Scripts/Character/CharacterConditions.cs,Assets/Scripts/Character/Stats/CharacterConditions.cs,Character,4,Medium
Assets/Scripts/Character/CharacterTags.cs,Assets/Scripts/Character/Stats/CharacterTags.cs,Character,4,Medium
Assets/Scripts/Character/HPState.cs,Assets/Scripts/Character/Stats/HPState.cs,Character,4,Medium
Assets/Scripts/Character/AbilityScoreDamage.cs,Assets/Scripts/Character/Stats/AbilityScoreDamage.cs,Character,4,Medium
Assets/Scripts/Character/Alignment.cs,Assets/Scripts/Character/Stats/Alignment.cs,Character,4,Medium
Assets/Scripts/Character/StatusTagManager.cs,Assets/Scripts/Character/Stats/StatusTagManager.cs,Character,4,Medium
Assets/Scripts/Character/CharacterController.cs,Assets/Scripts/Character/Controller/CharacterController.cs,Character,4,Medium
Assets/Scripts/Character/CharacterEquipment.cs,Assets/Scripts/Character/Controller/CharacterEquipment.cs,Character,4,Medium
Assets/Scripts/Character/CharacterInventory.cs,Assets/Scripts/Equipment/Inventory/CharacterInventory.cs,Equipment,3,High
Assets/Scripts/Character/Feat.cs,Assets/Scripts/Character/Feats/Feat.cs,Character,4,Medium
Assets/Scripts/Character/FeatDefinitions.cs,Assets/Scripts/Character/Feats/FeatDefinitions.cs,Character,4,Medium
Assets/Scripts/Character/FeatManager.cs,Assets/Scripts/Character/Feats/FeatManager.cs,Character,4,Medium
Assets/Scripts/Character/RaceData.cs,Assets/Scripts/Character/Races/RaceData.cs,Character,4,Medium
Assets/Scripts/Character/RaceDatabase.cs,Assets/Scripts/Character/Races/RaceDatabase.cs,Character,4,Medium
Assets/Scripts/Character/DeityData.cs,Assets/Scripts/Character/Religion/DeityData.cs,Character,4,Medium
Assets/Scripts/Character/DeityDatabase.cs,Assets/Scripts/Character/Religion/DeityDatabase.cs,Character,4,Medium
Assets/Scripts/Character/DomainData.cs,Assets/Scripts/Character/Religion/DomainData.cs,Character,4,Medium
Assets/Scripts/Character/DomainDatabase.cs,Assets/Scripts/Character/Religion/DomainDatabase.cs,Character,4,Medium
Assets/Scripts/Character/Skill.cs,Assets/Scripts/Character/Skills/Skill.cs,Character,4,Medium
Assets/Scripts/Character/ClassSkillDefinitions.cs,Assets/Scripts/Character/Skills/ClassSkillDefinitions.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase.cs,Assets/Scripts/Character/Creatures/NPCDatabase.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabaseCustom.cs,Assets/Scripts/Character/Creatures/NPCDatabaseCustom.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_A.cs,Assets/Scripts/Character/Creatures/NPCDatabase_A.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_B.cs,Assets/Scripts/Character/Creatures/NPCDatabase_B.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_C.cs,Assets/Scripts/Character/Creatures/NPCDatabase_C.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_D.cs,Assets/Scripts/Character/Creatures/NPCDatabase_D.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_E.cs,Assets/Scripts/Character/Creatures/NPCDatabase_E.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_F.cs,Assets/Scripts/Character/Creatures/NPCDatabase_F.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_G.cs,Assets/Scripts/Character/Creatures/NPCDatabase_G.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_H.cs,Assets/Scripts/Character/Creatures/NPCDatabase_H.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_I.cs,Assets/Scripts/Character/Creatures/NPCDatabase_I.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_J.cs,Assets/Scripts/Character/Creatures/NPCDatabase_J.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_K.cs,Assets/Scripts/Character/Creatures/NPCDatabase_K.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_L.cs,Assets/Scripts/Character/Creatures/NPCDatabase_L.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_M.cs,Assets/Scripts/Character/Creatures/NPCDatabase_M.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_N.cs,Assets/Scripts/Character/Creatures/NPCDatabase_N.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_O.cs,Assets/Scripts/Character/Creatures/NPCDatabase_O.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_P.cs,Assets/Scripts/Character/Creatures/NPCDatabase_P.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_Q.cs,Assets/Scripts/Character/Creatures/NPCDatabase_Q.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_R.cs,Assets/Scripts/Character/Creatures/NPCDatabase_R.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_S.cs,Assets/Scripts/Character/Creatures/NPCDatabase_S.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_T.cs,Assets/Scripts/Character/Creatures/NPCDatabase_T.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_U.cs,Assets/Scripts/Character/Creatures/NPCDatabase_U.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_V.cs,Assets/Scripts/Character/Creatures/NPCDatabase_V.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_W.cs,Assets/Scripts/Character/Creatures/NPCDatabase_W.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_X.cs,Assets/Scripts/Character/Creatures/NPCDatabase_X.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_Y.cs,Assets/Scripts/Character/Creatures/NPCDatabase_Y.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_Dragons.cs,Assets/Scripts/Character/Creatures/NPCDatabase_Dragons.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_Lycanthropes.cs,Assets/Scripts/Character/Creatures/NPCDatabase_Lycanthropes.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_Skeletons.cs,Assets/Scripts/Character/Creatures/NPCDatabase_Skeletons.cs,Character,4,Medium
Assets/Scripts/Character/NPCDatabase_Zombies.cs,Assets/Scripts/Character/Creatures/NPCDatabase_Zombies.cs,Character,4,Medium
Assets/Scripts/Character/DragonData.cs,Assets/Scripts/Character/Creatures/DragonData.cs,Character,4,Medium
Assets/Scripts/Character/SwarmTraits.cs,Assets/Scripts/Character/Creatures/SwarmTraits.cs,Character,4,Medium
Assets/Scripts/Character/CreatureImmunities.cs,Assets/Scripts/Character/Creatures/CreatureImmunities.cs,Character,4,Medium
Assets/Scripts/Character/CreatureTypeProgression.cs,Assets/Scripts/Character/Creatures/CreatureTypeProgression.cs,Character,4,Medium
Assets/Scripts/Data/NPCTemplates/NPCTemplate.cs,Assets/Scripts/Character/Templates/NPCTemplate.cs,Character,4,Medium
Assets/Scripts/Data/NPCTemplates/NPCTemplateDatabase.cs,Assets/Scripts/Character/Templates/NPCTemplateDatabase.cs,Character,4,Medium
Assets/Scripts/Data/NPCTemplates/TemplateData.cs,Assets/Scripts/Character/Templates/TemplateData.cs,Character,4,Medium
Assets/Scripts/Data/NPCTemplates/TemplateSpellUpdater.cs,Assets/Scripts/Character/Templates/TemplateSpellUpdater.cs,Character,4,Medium
Assets/Scripts/Data/NPCTemplates/TemplateSpellValidator.cs,Assets/Scripts/Character/Templates/TemplateSpellValidator.cs,Character,4,Medium
Assets/Scripts/Character/Templates/BaseCreatureDefinitions.cs,Assets/Scripts/Character/Templates/BaseCreatureDefinitions.cs,Character,4,Medium
Assets/Scripts/Character/Templates/CreatureTemplateFramework.cs,Assets/Scripts/Character/Templates/CreatureTemplateFramework.cs,Character,4,Medium
Assets/Scripts/Character/Templates/LycanthropeTemplateBase.cs,Assets/Scripts/Character/Templates/LycanthropeTemplateBase.cs,Character,4,Medium
Assets/Scripts/Character/Templates/SkeletonCreatureTemplate.cs,Assets/Scripts/Character/Templates/SkeletonCreatureTemplate.cs,Character,4,Medium
Assets/Scripts/Character/Templates/UndeadTemplateUtils.cs,Assets/Scripts/Character/Templates/UndeadTemplateUtils.cs,Character,4,Medium
Assets/Scripts/Character/Templates/ZombieCreatureTemplate.cs,Assets/Scripts/Character/Templates/ZombieCreatureTemplate.cs,Character,4,Medium
Assets/Scripts/Character/LycanthropeTemplate.cs,Assets/Scripts/Character/Templates/LycanthropeTemplate.cs,Character,4,Medium
Assets/Scripts/Character/SkeletonTemplate.cs,Assets/Scripts/Character/Templates/SkeletonTemplate.cs,Character,4,Medium
Assets/Scripts/Character/ZombieTemplate.cs,Assets/Scripts/Character/Templates/ZombieTemplate.cs,Character,4,Medium
Assets/Scripts/Character/CreatureClass/CRCalculator.cs,Assets/Scripts/Character/CreatureClass/CRCalculator.cs,Character,4,Medium
Assets/Scripts/Character/CreatureClass/ClassAssociationRules.cs,Assets/Scripts/Character/CreatureClass/ClassAssociationRules.cs,Character,4,Medium
Assets/Scripts/Character/CreatureClass/CreatureClassEngine.cs,Assets/Scripts/Character/CreatureClass/CreatureClassEngine.cs,Character,4,Medium
Assets/Scripts/Character/CreatureClass/ECLTracker.cs,Assets/Scripts/Character/CreatureClass/ECLTracker.cs,Character,4,Medium
Assets/Scripts/Character/CreatureClass/StatArrayApplier.cs,Assets/Scripts/Character/CreatureClass/StatArrayApplier.cs,Character,4,Medium
Assets/Scripts/Character/LevelUpCalculator.cs,Assets/Scripts/Character/Progression/LevelUpCalculator.cs,Character,4,Medium
Assets/Scripts/Character/LevelUpData.cs,Assets/Scripts/Character/Progression/LevelUpData.cs,Character,4,Medium
Assets/Scripts/Character/WizardFamiliar.cs,Assets/Scripts/Character/Familiar/WizardFamiliar.cs,Character,4,Medium
Assets/Scripts/Character/WizardSpecialization.cs,Assets/Scripts/Character/Specialization/WizardSpecialization.cs,Character,4,Medium
Assets/Scripts/Character/RandomEncounterSystem.cs,Assets/Scripts/Encounters/RandomEncounterSystem.cs,Encounters,4,Medium
Assets/Scripts/Identifiers/SpellID.cs,Assets/Scripts/Spell/Data/SpellID.cs,Spell,6,Low
Assets/Scripts/Identifiers/SpellNames.cs,Assets/Scripts/Spell/Data/SpellNames.cs,Spell,6,Low
Assets/Scripts/Identifiers/ItemID.cs,Assets/Scripts/Equipment/Items/ItemID.cs,Equipment,6,Low
Assets/Scripts/Identifiers/ItemIDs.cs,Assets/Scripts/Equipment/Items/ItemIDs.cs,Equipment,6,Low
Assets/Scripts/Identifiers/RingNames.cs,Assets/Scripts/Equipment/Rings/RingNames.cs,Equipment,6,Low
Assets/Scripts/Identifiers/RodNames.cs,Assets/Scripts/Equipment/Rods/RodNames.cs,Equipment,6,Low
Assets/Scripts/Identifiers/WondrousItemNames.cs,Assets/Scripts/Equipment/Wondrous/WondrousItemNames.cs,Equipment,6,Low
Assets/Scripts/Identifiers/GameConstants.cs,Assets/Scripts/_Core/GameConstants.cs,Core,6,Low
Assets/Scripts/Identifiers/AbilityScore.cs,Assets/Scripts/Utilities/AbilityScore.cs,Utilities,6,Low
Assets/Scripts/Identifiers/DamageType.cs,Assets/Scripts/Utilities/DamageType.cs,Utilities,6,Low
Assets/Scripts/Identifiers/SavingThrow.cs,Assets/Scripts/Utilities/SavingThrow.cs,Utilities,6,Low
Assets/Scripts/Identifiers/IdentifierExtensions.cs,Assets/Scripts/Utilities/IdentifierExtensions.cs,Utilities,6,Low
Assets/Scripts/Identifiers/EnumTest.cs,Assets/Scripts/Tests/Utilities/EnumTest.cs,Tests,7,Low
Assets/Scripts/Identifiers/IdentifierTest.cs,Assets/Scripts/Tests/Utilities/IdentifierTest.cs,Tests,7,Low
Assets/Scripts/Systems/EquipmentAssigner.cs,Assets/Scripts/Utilities/EquipmentAssigner.cs,Utilities,6,Low
